EMAPA:0 ! Anatomical structure
EMAPA:16288 ! future hindbrain posterior to rhombomere 5 neural fold
EMAPA:16289 ! future hindbrain posterior to rhombomere 5 neural crest
EMAPA:16290 ! rhombomere 1
EMAPA:16291 ! rhombomere 1 floor plate
EMAPA:16292 ! rhombomere 1 neural fold
EMAPA:16293 ! rhombomere 2
EMAPA:16294 ! rhombomere 2 floor plate
EMAPA:16295 ! rhombomere 2 neural fold
EMAPA:16296 ! rhombomere 2 neural crest
EMAPA:16297 ! rhombomere 3
EMAPA:16298 ! rhombomere 3 floor plate
EMAPA:16299 ! rhombomere 3 neural fold
EMAPA:16300 ! rhombomere 3 neural crest
EMAPA:16301 ! rhombomere 4
EMAPA:16302 ! rhombomere 4 floor plate
EMAPA:16303 ! rhombomere 4 neural fold
EMAPA:16304 ! rhombomere 4 neural crest
EMAPA:16305 ! rhombomere 5
EMAPA:16306 ! rhombomere 5 floor plate
EMAPA:16307 ! rhombomere 5 neural fold
EMAPA:16308 ! rhombomere 5 neural crest
EMAPA:16309 ! rhombomere 1 neural crest
EMAPA:16310 ! neural luminal occlusion
EMAPA:16311 ! facial neural crest
EMAPA:16312 ! facio-acoustic neural crest
EMAPA:16313 ! somite 09
EMAPA:16314 ! somite 10
EMAPA:16315 ! somite 11
EMAPA:16316 ! somite 12
EMAPA:16317 ! somite 13
EMAPA:16318 ! septum transversum
EMAPA:16319 ! septum transversum hepatic component
EMAPA:16320 ! septum transversum non-hepatic component
EMAPA:16322 ! optic eminence
EMAPA:16324 ! optic eminence mesenchyme
EMAPA:16325 ! optic pit
EMAPA:16326 ! optic pit neural ectoderm
EMAPA:16327 ! common dorsal aorta
EMAPA:16328 ! internal carotid artery
EMAPA:16329 ! left internal carotid artery
EMAPA:16330 ! right internal carotid artery
EMAPA:16331 ! umbilical artery embryonic part
EMAPA:16332 ! blood
EMAPA:16333 ! bulbus cordis
EMAPA:16334 ! bulbus cordis caudal half
EMAPA:16335 ! bulbus cordis caudal half cardiac jelly
EMAPA:16336 ! bulbus cordis caudal half endocardial tube
EMAPA:16337 ! bulbus cordis caudal half cardiac muscle
EMAPA:16338 ! bulbus cordis rostral half
EMAPA:16339 ! bulbus cordis rostral half cardiac jelly
EMAPA:16340 ! bulbus cordis rostral half endocardial tube
EMAPA:16341 ! bulbus cordis rostral half cardiac muscle
EMAPA:16342 ! common atrial chamber
EMAPA:16343 ! common atrial chamber cardiac jelly
EMAPA:16344 ! common atrial chamber endocardial tube
EMAPA:16345 ! common atrial chamber cardiac muscle
EMAPA:16346 ! outflow tract
EMAPA:16347 ! outflow tract cardiac jelly
EMAPA:16348 ! outflow tract endocardial tube
EMAPA:16349 ! outflow tract mesenchyme
EMAPA:16350 ! primitive ventricle
EMAPA:16351 ! primitive ventricle cardiac jelly
EMAPA:16352 ! primitive ventricle endocardial tube
EMAPA:16353 ! primitive ventricle cardiac muscle
EMAPA:16354 ! cardinal vein
EMAPA:16356 ! common cardinal vein
EMAPA:16357 ! posterior cardinal vein
EMAPA:16358 ! left umbilical vein embryonic part
EMAPA:16359 ! right umbilical vein embryonic part
EMAPA:16361 ! thyroid primordium
EMAPA:16362 ! thyroid primordium mesenchyme
EMAPA:16363 ! foregut-midgut junction
EMAPA:16364 ! foregut-midgut junction mesenchyme
EMAPA:16365 ! foregut-midgut junction mesentery
EMAPA:16366 ! foregut-midgut junction dorsal mesentery
EMAPA:16367 ! genitourinary system
EMAPA:16368 ! nephrogenic cord
EMAPA:16369 ! presumptive nephric duct
EMAPA:16370 ! extraembryonic vascular system
EMAPA:16371 ! extraembryonic arterial system
EMAPA:16372 ! umbilical artery extraembryonic part
EMAPA:16373 ! common umbilical artery
EMAPA:16374 ! extraembryonic venous system
EMAPA:16375 ! umbilical vein extraembryonic part
EMAPA:16376 ! common umbilical vein
EMAPA:16377 ! left umbilical vein extraembryonic part
EMAPA:16378 ! right umbilical vein extraembryonic part
EMAPA:16379 ! vitelline vein extraembryonic part
EMAPA:16380 ! left vitelline vein extraembryonic part
EMAPA:16381 ! right vitelline vein extraembryonic part
EMAPA:16382 ! 1st branchial arch mandibular component
EMAPA:16383 ! 1st branchial arch mandibular component ectoderm
EMAPA:16384 ! 1st branchial arch mandibular component endoderm
EMAPA:16385 ! 1st branchial arch mandibular component mesenchyme
EMAPA:16386 ! 1st branchial arch mandibular component mesenchyme derived from head mesoderm
EMAPA:16387 ! 1st branchial arch mandibular component mesenchyme derived from neural crest
EMAPA:16388 ! 1st branchial arch maxillary component
EMAPA:16389 ! 1st branchial arch maxillary component ectoderm
EMAPA:16390 ! 1st branchial arch maxillary component endoderm
EMAPA:16391 ! 1st branchial arch maxillary component mesenchyme
EMAPA:16392 ! 1st branchial arch maxillary component mesenchyme derived from head mesoderm
EMAPA:16393 ! 1st branchial arch maxillary component mesenchyme derived from neural crest
EMAPA:16394 ! 1st branchial arch maxillary-mandibular groove
EMAPA:16395 ! 1st branchial arch maxillary-mandibular groove ectoderm
EMAPA:16396 ! 2nd branchial groove
EMAPA:16397 ! 2nd branchial groove ectoderm
EMAPA:16398 ! 2nd branchial membrane ectoderm
EMAPA:16399 ! 3rd branchial arch
EMAPA:16400 ! 3rd branchial arch ectoderm
EMAPA:16401 ! 3rd branchial arch endoderm
EMAPA:16402 ! 3rd branchial arch mesenchyme
EMAPA:16403 ! 3rd branchial arch mesenchyme derived from head mesoderm
EMAPA:16404 ! 3rd branchial arch mesenchyme derived from neural crest
EMAPA:16405 ! limb
EMAPA:16406 ! forelimb bud
EMAPA:16407 ! forelimb bud ectoderm
EMAPA:16408 ! forelimb bud mesenchyme
EMAPA:16409 ! mesenchyme derived from lateral plate
EMAPA:16410 ! mesenchyme derived from somatopleure
EMAPA:16411 ! mesenchyme derived from splanchnopleure
EMAPA:16414 ! somite 05 dermomyotome
EMAPA:16415 ! somite 05 myocoele
EMAPA:16416 ! somite 05 sclerotome
EMAPA:16417 ! somite 06 dermomyotome
EMAPA:16418 ! somite 06 myocoele
EMAPA:16419 ! somite 06 sclerotome
EMAPA:16420 ! somite 07 dermomyotome
EMAPA:16421 ! somite 07 myocoele
EMAPA:16422 ! somite 07 sclerotome
EMAPA:16423 ! somite 08 dermomyotome
EMAPA:16424 ! somite 08 myocoele
EMAPA:16425 ! somite 08 sclerotome
EMAPA:16426 ! somite 09 dermomyotome
EMAPA:16427 ! somite 09 myocoele
EMAPA:16428 ! somite 09 sclerotome
EMAPA:16429 ! somite 10 dermomyotome
EMAPA:16430 ! somite 10 myocoele
EMAPA:16431 ! somite 10 sclerotome
EMAPA:16432 ! somite 11 dermomyotome
EMAPA:16433 ! somite 11 myocoele
EMAPA:16434 ! somite 11 sclerotome
EMAPA:16435 ! somite 12 dermomyotome
EMAPA:16436 ! somite 12 myocoele
EMAPA:16437 ! somite 12 sclerotome
EMAPA:16438 ! somite 13 dermomyotome
EMAPA:16439 ! somite 13 myocoele
EMAPA:16440 ! somite 13 sclerotome
EMAPA:16441 ! somite 14
EMAPA:16442 ! somite 14 dermomyotome
EMAPA:16443 ! somite 14 myocoele
EMAPA:16444 ! somite 14 sclerotome
EMAPA:16445 ! somite 15
EMAPA:16446 ! somite 15 dermomyotome
EMAPA:16447 ! somite 15 myocoele
EMAPA:16448 ! somite 15 sclerotome
EMAPA:16449 ! somite 16
EMAPA:16450 ! somite 16 dermomyotome
EMAPA:16451 ! somite 16 myocoele
EMAPA:16452 ! somite 16 sclerotome
EMAPA:16453 ! somite 17
EMAPA:16454 ! somite 17 dermomyotome
EMAPA:16455 ! somite 17 myocoele
EMAPA:16456 ! somite 17 sclerotome
EMAPA:16457 ! somite 18
EMAPA:16458 ! somite 18 dermomyotome
EMAPA:16459 ! somite 18 myocoele
EMAPA:16460 ! somite 18 sclerotome
EMAPA:16461 ! somite 19
EMAPA:16462 ! somite 19 dermomyotome
EMAPA:16463 ! somite 19 myocoele
EMAPA:16464 ! somite 19 sclerotome
EMAPA:16465 ! somite 20
EMAPA:16466 ! somite 20 dermomyotome
EMAPA:16467 ! somite 20 myocoele
EMAPA:16468 ! somite 20 sclerotome
EMAPA:16469 ! nervous system
EMAPA:16470 ! central nervous system
EMAPA:16474 ! future midbrain lateral wall
EMAPA:16482 ! rhombomere 1 lateral wall
EMAPA:16483 ! rhombomere 1 roof plate
EMAPA:16486 ! rhombomere 2 lateral wall
EMAPA:16487 ! rhombomere 2 roof plate
EMAPA:16490 ! rhombomere 3 lateral wall
EMAPA:16491 ! rhombomere 3 roof plate
EMAPA:16494 ! rhombomere 4 lateral wall
EMAPA:16495 ! rhombomere 4 roof plate
EMAPA:16498 ! rhombomere 5 lateral wall
EMAPA:16499 ! rhombomere 5 roof plate
EMAPA:16500 ! rhombomere 6
EMAPA:16501 ! rhombomere 6 floor plate
EMAPA:16502 ! rhombomere 6 lateral wall
EMAPA:16503 ! rhombomere 6 roof plate
EMAPA:16504 ! rhombomere 7
EMAPA:16505 ! rhombomere 7 floor plate
EMAPA:16506 ! rhombomere 7 lateral wall
EMAPA:16507 ! rhombomere 7 roof plate
EMAPA:16508 ! rhombomere 8
EMAPA:16509 ! rhombomere 8 floor plate
EMAPA:16510 ! rhombomere 8 lateral wall
EMAPA:16511 ! rhombomere 8 roof plate
EMAPA:16512 ! prosencephalon
EMAPA:16513 ! prosencephalon floor plate
EMAPA:16514 ! future diencephalon
EMAPA:16516 ! future diencephalon floor plate
EMAPA:16517 ! future diencephalon lateral wall
EMAPA:16518 ! future diencephalon neural crest
EMAPA:16519 ! future diencephalon roof plate
EMAPA:16520 ! prosencephalon lateral wall
EMAPA:16521 ! prosencephalic vesicle
EMAPA:16522 ! prosencephalon roof plate
EMAPA:16523 ! rostral neuropore
EMAPA:16524 ! prosencephalon neural crest
EMAPA:16526 ! caudal neuropore
EMAPA:16536 ! otic pit
EMAPA:16537 ! otic pit mesenchyme
EMAPA:16538 ! otic pit epithelium
EMAPA:16539 ! optic eminence surface ectoderm
EMAPA:16540 ! optic vesicle
EMAPA:16541 ! optic vesicle neural ectoderm
EMAPA:16542 ! nose
EMAPA:16543 ! olfactory placode
EMAPA:16544 ! left umbilical artery
EMAPA:16545 ! right umbilical artery
EMAPA:16546 ! atrioventricular canal
EMAPA:16547 ! vessels connecting internal carotid artery to primary head veins
EMAPA:16548 ! foregut
EMAPA:16549 ! pharyngeal region
EMAPA:16550 ! pharyngeal region mesenchyme
EMAPA:16551 ! pharyngeal region epithelium
EMAPA:16552 ! pharyngeal region vascular element
EMAPA:16556 ! foregut vascular element
EMAPA:16557 ! foregut gland
EMAPA:16561 ! biliary bud
EMAPA:16562 ! biliary bud extrahepatic part
EMAPA:16563 ! biliary bud intrahepatic part
EMAPA:16564 ! foregut-midgut junction epithelium
EMAPA:16566 ! foregut-midgut junction vascular element
EMAPA:16567 ! hindgut diverticulum epithelium
EMAPA:16568 ! hindgut diverticulum vascular element
EMAPA:16569 ! midgut epithelium
EMAPA:16570 ! midgut vascular element
EMAPA:16572 ! stomatodeum gland
EMAPA:16575 ! stomatodeum ectoderm
EMAPA:16576 ! genitourinary system mesenchyme
EMAPA:16577 ! nephric duct
EMAPA:16578 ! primordial germ cell of gonad
EMAPA:16579 ! pronephros
EMAPA:16580 ! tail bud
EMAPA:16581 ! 3rd branchial groove
EMAPA:16582 ! 3rd branchial groove ectoderm
EMAPA:16583 ! 3rd branchial membrane
EMAPA:16584 ! 3rd branchial membrane ectoderm
EMAPA:16585 ! 3rd branchial membrane endoderm
EMAPA:16586 ! 3rd branchial pouch
EMAPA:16587 ! 3rd branchial pouch endoderm
EMAPA:16588 ! parietal pericardium
EMAPA:16589 ! visceral pericardium
EMAPA:16590 ! pericardio-peritoneal canal parietal mesothelium
EMAPA:16591 ! peritoneum parietal mesothelium
EMAPA:16592 ! peritoneum visceral mesothelium
EMAPA:16593 ! hindlimb ridge
EMAPA:16594 ! hindlimb ridge ectoderm
EMAPA:16595 ! hindlimb ridge mesenchyme
EMAPA:16596 ! trunk mesenchyme derived from neural crest lateral migration pathway
EMAPA:16597 ! trunk mesenchyme derived from neural crest medial migration pathway
EMAPA:16600 ! somite 21
EMAPA:16601 ! somite 21 dermomyotome
EMAPA:16602 ! somite 21 myocoele
EMAPA:16603 ! somite 21 sclerotome
EMAPA:16604 ! somite 22
EMAPA:16605 ! somite 22 dermomyotome
EMAPA:16606 ! somite 22 myocoele
EMAPA:16607 ! somite 22 sclerotome
EMAPA:16608 ! somite 23
EMAPA:16609 ! somite 23 dermomyotome
EMAPA:16610 ! somite 23 myocoele
EMAPA:16611 ! somite 23 sclerotome
EMAPA:16612 ! somite 24
EMAPA:16613 ! somite 24 dermomyotome
EMAPA:16614 ! somite 24 myocoele
EMAPA:16615 ! somite 24 sclerotome
EMAPA:16616 ! somite 25
EMAPA:16617 ! somite 25 dermomyotome
EMAPA:16618 ! somite 25 myocoele
EMAPA:16619 ! somite 25 sclerotome
EMAPA:16620 ! somite 26
EMAPA:16621 ! somite 26 dermomyotome
EMAPA:16622 ! somite 26 myocoele
EMAPA:16623 ! somite 26 sclerotome
EMAPA:16624 ! somite 27
EMAPA:16625 ! somite 27 dermomyotome
EMAPA:16626 ! somite 27 myocoele
EMAPA:16627 ! somite 27 sclerotome
EMAPA:16628 ! somite 28
EMAPA:16629 ! somite 28 dermomyotome
EMAPA:16630 ! somite 28 myocoele
EMAPA:16631 ! somite 28 sclerotome
EMAPA:16632 ! somite 29
EMAPA:16633 ! somite 29 dermomyotome
EMAPA:16634 ! somite 29 myocoele
EMAPA:16635 ! somite 29 sclerotome
EMAPA:16636 ! somite 30
EMAPA:16637 ! somite 30 dermomyotome
EMAPA:16638 ! somite 30 myocoele
EMAPA:16639 ! somite 30 sclerotome
EMAPA:16640 ! future forebrain
EMAPA:16647 ! future neurohypophysis
EMAPA:16653 ! telencephalic vesicle
EMAPA:16655 ! telencephalon floor plate
EMAPA:16656 ! telencephalon lateral wall
EMAPA:16657 ! telencephalon roof plate
EMAPA:16658 ! central nervous system ganglion
EMAPA:16659 ! cranial ganglion
EMAPA:16660 ! facio-acoustic preganglion complex
EMAPA:16661 ! glossopharyngeal preganglion
EMAPA:16662 ! glossopharyngeal-vagus preganglion complex
EMAPA:16663 ! trigeminal preganglion
EMAPA:16664 ! vagus preganglion
EMAPA:16665 ! peripheral nervous system
EMAPA:16666 ! spinal component of peripheral nervous system
EMAPA:16667 ! spinal ganglion
EMAPA:16668 ! dorsal root ganglion
EMAPA:16669 ! otocyst
EMAPA:16670 ! otocyst mesenchyme
EMAPA:16671 ! otocyst epithelium
EMAPA:16672 ! lens placode
EMAPA:16673 ! eye mesenchyme
EMAPA:16674 ! optic cup
EMAPA:16675 ! optic cup inner layer
EMAPA:16676 ! optic cup intraretinal space
EMAPA:16677 ! optic cup outer layer
EMAPA:16678 ! optic stalk
EMAPA:16679 ! naso-lacrimal groove
EMAPA:16680 ! nasal process
EMAPA:16681 ! fronto-nasal process
EMAPA:16682 ! fronto-nasal process ectoderm
EMAPA:16683 ! fronto-nasal process mesenchyme
EMAPA:16684 ! branchial arch artery
EMAPA:16685 ! 1st arch artery
EMAPA:16686 ! 2nd arch artery
EMAPA:16687 ! 3rd arch artery
EMAPA:16688 ! heart atrium
EMAPA:16691 ! common atrial chamber endocardial lining
EMAPA:16693 ! bulboventricular groove
EMAPA:16694 ! bulbus cordis caudal half endocardial lining
EMAPA:16695 ! bulbus cordis rostral half endocardial lining
EMAPA:16696 ! endocardial cushion
EMAPA:16697 ! primitive ventricle endocardial lining
EMAPA:16698 ! left vitelline vein embryonic part
EMAPA:16699 ! right vitelline vein embryonic part
EMAPA:16700 ! esophageal region
EMAPA:16701 ! esophageal region mesenchyme
EMAPA:16702 ! esophageal region epithelium
EMAPA:16703 ! esophageal region mesentery
EMAPA:16704 ! dorsal meso-esophagus
EMAPA:16705 ! esophageal region vascular element
EMAPA:16706 ! pharynx
EMAPA:16707 ! pharynx mesenchyme
EMAPA:16708 ! pharynx epithelium
EMAPA:16709 ! pharynx vascular element
EMAPA:16710 ! foregut mesentery
EMAPA:16711 ! foregut dorsal mesentery
EMAPA:16712 ! foregut ventral mesentery
EMAPA:16713 ! gallbladder primordium
EMAPA:16714 ! foregut-midgut junction ventral mesentery
EMAPA:16715 ! hindgut
EMAPA:16716 ! hindgut mesenchyme
EMAPA:16717 ! hindgut epithelium
EMAPA:16718 ! hindgut mesentery
EMAPA:16719 ! hindgut dorsal mesentery
EMAPA:16720 ! hindgut vascular element
EMAPA:16721 ! midgut mesentery
EMAPA:16722 ! midgut dorsal mesentery
EMAPA:16723 ! oral region gland
EMAPA:16724 ! future adenohypophysis
EMAPA:16725 ! Rathke's pouch
EMAPA:16726 ! oral region ectoderm
EMAPA:16727 ! respiratory system
EMAPA:16728 ! lung
EMAPA:16729 ! left lung rudiment
EMAPA:16730 ! left lung rudiment mesenchyme
EMAPA:16731 ! left lung rudiment epithelium
EMAPA:16732 ! left lung rudiment vascular element
EMAPA:16733 ! right lung rudiment
EMAPA:16734 ! right lung rudiment mesenchyme
EMAPA:16735 ! right lung rudiment epithelium
EMAPA:16736 ! right lung rudiment vascular element
EMAPA:16737 ! respiratory tract
EMAPA:16738 ! lower respiratory tract
EMAPA:16739 ! laryngo-tracheal groove
EMAPA:16740 ! tracheal diverticulum
EMAPA:16741 ! tracheal diverticulum mesenchyme
EMAPA:16742 ! tracheal diverticulum epithelium
EMAPA:16743 ! tracheal diverticulum vascular element
EMAPA:16744 ! mesonephros
EMAPA:16745 ! mesonephros mesenchyme
EMAPA:16747 ! mesonephric tubule
EMAPA:16748 ! tail
EMAPA:16749 ! tail mesenchyme
EMAPA:16750 ! tail mesenchyme derived from neural crest
EMAPA:16751 ! tail paraxial mesenchyme
EMAPA:16752 ! tail unsegmented mesenchyme
EMAPA:16753 ! tail nervous system
EMAPA:16754 ! tail central nervous system
EMAPA:16755 ! tail future spinal cord
EMAPA:16756 ! tail neural plate
EMAPA:16757 ! tail neural tube
EMAPA:16758 ! 3rd branchial pouch dorsal endoderm
EMAPA:16759 ! 3rd branchial pouch ventral endoderm
EMAPA:16760 ! 4th branchial arch
EMAPA:16761 ! 4th branchial groove
EMAPA:16762 ! 4th branchial groove ectoderm
EMAPA:16763 ! 4th branchial membrane
EMAPA:16764 ! 4th branchial membrane ectoderm
EMAPA:16765 ! 4th branchial membrane endoderm
EMAPA:16766 ! 4th branchial pouch
EMAPA:16767 ! 4th branchial pouch endoderm
EMAPA:16768 ! 4th branchial arch ectoderm
EMAPA:16769 ! 4th branchial arch endoderm
EMAPA:16770 ! 4th branchial arch mesenchyme
